Date,AQI,Bus Commuter Count,Bike Commuter Count,Walk Commuter Count,Public Transport Commuter Count,Engagement Count
2023-01-04 19:00:00,119.37,38,34,23,75,157
2023-01-04 20:00:00,85.96,50,29,15,87,68
2023-01-04 21:00:00,93.45,79,49,21,87,392
2023-01-04 22:00:00,92.16,79,32,25,110,84
2023-01-04 23:00:00,70.73,38,5,26,93,266
2023-01-05 00:00:00,105.92,68,49,54,135,68
2023-01-05 01:00:00,105.22,82,8,32,93,98
2023-01-05 02:00:00,100.1,41,11,23,123,346
2023-01-05 03:00:00,95.31,43,13,16,111,496
2023-01-05 04:00:00,71.69,95,40,55,55,449
2023-01-05 05:00:00,91.59,49,23,41,66,215
2023-01-05 06:00:00,93.15,77,5,24,100,414
2023-01-05 07:00:00,83.95,50,14,53,87,160
2023-01-05 08:00:00,96.77,83,40,26,73,422
2023-01-05 09:00:00,108.08,38,13,50,100,93
2023-01-05 10:00:00,137.72,67,49,56,59,173
2023-01-05 11:00:00,103.49,64,46,53,121,164
2023-01-05 12:00:00,105.15,74,36,43,70,114
2023-01-05 13:00:00,98.51,74,36,14,119,219
2023-01-05 14:00:00,61.62,37,10,54,134,443
2023-01-05 15:00:00,99.47,82,42,36,106,30
2023-01-05 16:00:00,101.2,66,21,32,88,10
2023-01-05 17:00:00,149.26,94,14,49,137,342
2023-01-05 18:00:00,96.15,76,31,23,82,376
2023-01-05 19:00:00,106.03,64,39,24,108,129
2023-01-05 20:00:00,99.31,52,25,52,67,487
2023-01-05 21:00:00,76.63,36,29,42,105,104
2023-01-05 22:00:00,122.86,89,32,40,141,26
2023-01-05 23:00:00,115.04,23,19,44,106,226
2023-01-06 00:00:00,115.82,39,8,26,145,1
2023-01-06 01:00:00,81.81,66,33,37,125,358
2023-01-06 02:00:00,128.06,34,13,28,97,100
2023-01-06 03:00:00,71.96,89,31,55,91,20
2023-01-06 04:00:00,111.74,66,30,32,76,57
2023-01-06 05:00:00,143.81,97,23,41,123,388
2023-01-06 06:00:00,80.19,94,32,49,101,179
2023-01-06 07:00:00,88.67,28,21,22,91,428
2023-01-06 08:00:00,101.99,35,47,29,81,340
2023-01-06 09:00:00,89.93,88,45,44,75,348
2023-01-06 10:00:00,68.99,80,46,14,74,19
2023-01-06 11:00:00,101.37,29,24,18,124,254
2023-01-06 12:00:00,78.75,69,49,38,72,316
2023-01-06 13:00:00,109.47,22,44,15,147,37
2023-01-06 14:00:00,81.61,96,43,34,106,147
2023-01-06 15:00:00,131.0,89,27,40,101,497
2023-01-06 16:00:00,84.33,70,36,31,136,24
2023-01-06 17:00:00,93.56,38,37,11,142,385
2023-01-06 18:00:00,116.27,61,9,54,80,120
2023-01-06 19:00:00,75.38,54,47,14,113,415
2023-01-06 20:00:00,104.55,65,38,36,120,25
2023-01-06 21:00:00,126.14,45,44,34,82,453
2023-01-06 22:00:00,67.85,88,15,17,134,168
2023-01-06 23:00:00,103.69,83,7,10,51,322
2023-01-07 00:00:00,105.2,56,37,29,67,224
2023-01-07 01:00:00,115.64,68,15,53,96,0
2023-01-07 02:00:00,75.26,40,20,32,82,306
2023-01-07 03:00:00,73.59,93,22,41,147,260
2023-01-07 04:00:00,110.44,83,34,20,133,12
2023-01-07 05:00:00,105.94,24,14,48,84,402
2023-01-07 06:00:00,105.01,89,22,56,100,395
2023-01-07 07:00:00,106.93,23,42,33,67,47
2023-01-07 08:00:00,86.4,58,23,20,137,408
2023-01-07 09:00:00,104.65,54,40,38,121,312
2023-01-07 10:00:00,105.86,20,17,35,79,370
2023-01-07 11:00:00,85.71,43,7,25,93,290
2023-01-07 12:00:00,137.32,76,14,44,102,331
2023-01-07 13:00:00,109.48,89,42,29,59,93
2023-01-07 14:00:00,76.17,60,5,55,136,260
2023-01-07 15:00:00,113.13,73,31,12,101,481
2023-01-07 16:00:00,80.51,65,12,10,98,277
2023-01-07 17:00:00,115.74,79,46,56,60,358
2023-01-07 18:00:00,123.17,79,21,10,115,204
2023-01-07 19:00:00,83.59,76,13,26,107,184
2023-01-07 20:00:00,119.27,50,10,11,139,174
2023-01-07 21:00:00,108.26,43,47,38,85,437
2023-01-07 22:00:00,116.44,55,29,29,82,386
2023-01-07 23:00:00,137.94,49,43,15,96,379
2023-01-08 00:00:00,95.09,43,32,17,62,308
2023-01-08 01:00:00,84.93,49,37,38,89,467
2023-01-08 02:00:00,82.21,26,41,57,138,414
2023-01-08 03:00:00,83.68,54,13,42,117,68
2023-01-08 04:00:00,98.46,74,22,12,91,471
2023-01-08 05:00:00,106.82,33,25,44,68,103
2023-01-08 06:00:00,105.53,29,6,14,131,245
2023-01-08 07:00:00,116.54,99,47,36,143,160
2023-01-08 08:00:00,100.26,35,42,53,68,199
2023-01-08 09:00:00,129.07,73,44,21,107,215
2023-01-08 10:00:00,94.71,96,40,29,72,433
2023-01-08 11:00:00,154.4,89,47,54,103,211
2023-01-08 12:00:00,112.51,63,41,29,129,15
2023-01-08 13:00:00,82.86,92,19,18,114,497
2023-01-08 14:00:00,78.58,64,32,48,61,371
2023-01-08 15:00:00,109.65,75,22,13,73,331
2023-01-08 16:00:00,95.53,76,38,28,83,204
2023-01-08 17:00:00,114.28,40,26,47,102,364
2023-01-08 18:00:00,109.46,87,15,36,57,489
2023-01-08 19:00:00,98.54,69,17,54,67,38
2023-01-08 20:00:00,83.06,52,8,52,106,88
2023-01-08 21:00:00,69.7,26,26,22,54,429
2023-01-08 22:00:00,91.07,89,11,22,75,255
2023-01-08 23:00:00,117.13,34,47,31,79,479
2023-01-09 00:00:00,104.28,51,28,37,103,253
2023-01-09 01:00:00,75.09,94,8,56,62,215
2023-01-09 02:00:00,103.46,39,32,54,132,367
2023-01-09 03:00:00,107.71,34,19,31,78,302
2023-01-09 04:00:00,82.32,67,5,52,52,171
2023-01-09 05:00:00,103.07,90,7,28,139,136
2023-01-09 06:00:00,101.16,40,18,17,107,487
2023-01-09 07:00:00,77.14,61,42,17,125,497
2023-01-09 08:00:00,107.16,45,5,51,51,470
2023-01-09 09:00:00,111.22,33,42,35,124,383
2023-01-09 10:00:00,121.66,76,42,57,77,177
2023-01-09 11:00:00,121.08,56,25,35,131,76
2023-01-09 12:00:00,72.45,77,33,32,126,187
2023-01-09 13:00:00,81.24,40,9,52,135,479
2023-01-09 14:00:00,110.3,88,14,22,125,497
2023-01-09 15:00:00,110.28,22,32,37,51,14
2023-01-09 16:00:00,110.3,56,25,18,56,291
2023-01-09 17:00:00,177.05,68,11,29,75,496
2023-01-09 18:00:00,111.42,38,7,28,139,318
2023-01-09 19:00:00,122.71,31,49,57,137,324
2023-01-09 20:00:00,119.08,80,24,48,125,213
2023-01-09 21:00:00,113.03,60,23,21,65,207
2023-01-09 22:00:00,93.69,52,39,24,72,168
2023-01-09 23:00:00,115.18,69,8,40,89,329
2023-01-10 00:00:00,84.54,87,9,23,109,279
2023-01-10 01:00:00,95.26,90,5,20,122,465
2023-01-10 02:00:00,90.29,52,8,35,81,304
2023-01-10 03:00:00,101.64,43,16,51,64,145
2023-01-10 04:00:00,146.29,80,31,36,62,262
2023-01-10 05:00:00,62.65,80,46,20,54,3
2023-01-10 06:00:00,113.73,47,27,47,124,89
2023-01-10 07:00:00,67.75,77,29,43,123,452
2023-01-10 08:00:00,90.56,62,25,52,101,59
2023-01-10 09:00:00,121.78,60,28,28,126,310
2023-01-10 10:00:00,101.29,58,29,15,90,15
2023-01-10 11:00:00,78.45,68,49,55,102,226
2023-01-10 12:00:00,85.69,36,36,47,99,473
2023-01-10 13:00:00,113.59,89,36,58,64,465
2023-01-10 14:00:00,85.39,89,9,51,56,28
2023-01-10 15:00:00,104.33,84,40,37,89,150
2023-01-10 16:00:00,100.91,93,46,10,77,244
2023-01-10 17:00:00,86.97,24,46,44,81,269
2023-01-10 18:00:00,142.88,21,43,49,148,78
2023-01-10 19:00:00,112.68,41,20,17,64,432
2023-01-10 20:00:00,59.5,76,37,56,149,288
2023-01-10 21:00:00,103.73,85,25,16,134,152
2023-01-10 22:00:00,86.76,93,13,20,119,276
2023-01-10 23:00:00,117.05,35,10,48,114,400
2023-01-11 00:00:00,84.15,70,49,13,53,278
2023-01-11 01:00:00,97.71,58,39,34,60,56
2023-01-11 02:00:00,110.1,95,43,21,75,490
2023-01-11 03:00:00,117.32,59,26,35,110,464
2023-01-11 04:00:00,75.99,57,45,47,86,185
2023-01-11 05:00:00,93.31,79,9,55,72,397
2023-01-11 06:00:00,90.5,78,46,21,142,92
2023-01-11 07:00:00,86.93,29,27,52,134,275
2023-01-11 08:00:00,135.31,83,21,46,140,157
2023-01-11 09:00:00,108.1,82,16,55,89,274
2023-01-11 10:00:00,74.78,68,27,33,126,180
2023-01-11 11:00:00,118.36,83,20,25,72,358
2023-01-11 12:00:00,142.44,51,7,22,65,439
2023-01-11 13:00:00,120.65,26,34,34,143,76
2023-01-11 14:00:00,69.61,40,26,13,110,465
2023-01-11 15:00:00,90.32,39,13,20,117,150
2023-01-11 16:00:00,125.34,45,33,41,129,445
2023-01-11 17:00:00,85.85,87,41,58,80,237
2023-01-11 18:00:00,108.88,34,27,16,102,288
2023-01-11 19:00:00,115.49,98,17,55,74,230
2023-01-11 20:00:00,81.46,33,36,20,93,487
2023-01-11 21:00:00,98.81,46,27,37,61,17
2023-01-11 22:00:00,35.17,59,49,50,139,72
2023-01-11 23:00:00,79.51,77,21,32,146,416
2023-01-12 00:00:00,94.95,47,44,54,141,415
2023-01-12 01:00:00,75.04,45,25,32,58,188
2023-01-12 02:00:00,132.65,82,6,59,61,437
2023-01-12 03:00:00,71.4,85,41,37,118,16
2023-01-12 04:00:00,91.2,44,10,52,103,18
2023-01-12 05:00:00,102.61,22,48,56,103,218
2023-01-12 06:00:00,128.83,91,22,35,77,325
2023-01-12 07:00:00,71.28,63,34,34,105,482
2023-01-12 08:00:00,123.26,61,26,38,148,119
2023-01-12 09:00:00,100.2,25,37,28,118,100
2023-01-12 10:00:00,80.37,58,34,42,147,33
2023-01-12 11:00:00,109.24,71,21,45,147,83
2023-01-12 12:00:00,103.98,42,47,23,126,408
2023-01-12 13:00:00,88.0,69,36,23,107,195
2023-01-12 14:00:00,101.4,62,46,44,127,329
2023-01-12 15:00:00,92.29,38,18,39,124,201
2023-01-12 16:00:00,102.27,88,14,37,91,343
2023-01-12 17:00:00,113.24,70,40,26,87,340
2023-01-12 18:00:00,131.72,30,38,12,117,10
2023-01-12 19:00:00,75.24,31,13,25,102,346
2023-01-12 20:00:00,142.66,93,46,55,82,399
2023-01-12 21:00:00,60.96,27,32,39,120,217
2023-01-12 22:00:00,96.96,43,15,38,105,444
2023-01-12 23:00:00,111.77,60,18,54,121,252
2023-01-13 00:00:00,105.62,55,43,24,100,221
2023-01-13 01:00:00,87.55,91,23,55,123,382
2023-01-13 02:00:00,95.84,74,19,34,92,368
2023-01-13 03:00:00,90.14,28,32,47,64,79
2023-01-13 04:00:00,88.21,66,28,51,87,6
2023-01-13 05:00:00,116.99,34,12,56,64,271
2023-01-13 06:00:00,107.14,67,47,47,54,226
2023-01-13 07:00:00,86.14,61,13,32,142,15
2023-01-13 08:00:00,117.99,79,37,34,132,423
2023-01-13 09:00:00,106.15,89,37,51,103,11
2023-01-13 10:00:00,116.26,31,23,16,100,290
2023-01-13 11:00:00,112.59,21,7,31,59,240
2023-01-13 12:00:00,83.42,26,14,26,61,20
2023-01-13 13:00:00,88.8,99,44,27,53,177
2023-01-13 14:00:00,114.95,22,46,58,144,426
2023-01-13 15:00:00,112.21,22,5,50,67,227
2023-01-13 16:00:00,99.58,46,33,19,129,495
2023-01-13 17:00:00,102.35,59,38,19,85,272
2023-01-13 18:00:00,125.55,52,17,16,74,287
2023-01-13 19:00:00,88.17,20,5,57,136,296
2023-01-13 20:00:00,110.94,27,38,59,125,133
2023-01-13 21:00:00,95.96,51,33,47,147,471
2023-01-13 22:00:00,95.65,67,17,36,85,282
2023-01-13 23:00:00,121.98,23,33,42,116,403
2023-01-14 00:00:00,116.51,89,43,10,58,152
2023-01-14 01:00:00,116.27,38,28,53,110,65
2023-01-14 02:00:00,126.11,51,30,43,102,136
2023-01-14 03:00:00,100.42,28,21,13,67,91
2023-01-14 04:00:00,113.64,31,11,26,92,436
2023-01-14 05:00:00,93.79,30,17,13,84,316
2023-01-14 06:00:00,106.48,65,9,52,112,421
2023-01-14 07:00:00,97.4,35,30,35,147,258
2023-01-14 08:00:00,101.94,20,7,13,127,467
2023-01-14 09:00:00,111.9,82,11,10,53,453
2023-01-14 10:00:00,83.64,40,43,16,142,102
2023-01-14 11:00:00,141.85,49,5,39,90,480
2023-01-14 12:00:00,79.88,32,21,59,94,54
2023-01-14 13:00:00,75.72,53,47,18,99,256
2023-01-14 14:00:00,123.16,23,29,44,128,100
2023-01-14 15:00:00,115.83,47,7,17,77,197
2023-01-14 16:00:00,112.48,78,19,33,91,300
2023-01-14 17:00:00,112.57,46,33,28,129,225
2023-01-14 18:00:00,99.76,88,47,45,125,430
2023-01-14 19:00:00,82.05,44,36,59,118,462
2023-01-14 20:00:00,101.52,22,30,52,147,236
2023-01-14 21:00:00,86.46,87,20,36,50,25
2023-01-14 22:00:00,119.5,44,29,41,88,120
2023-01-14 23:00:00,97.06,39,32,23,145,397
2023-01-15 00:00:00,83.49,53,13,27,139,181
2023-01-15 01:00:00,93.57,45,5,37,66,198
2023-01-15 02:00:00,108.26,24,33,38,140,301
2023-01-15 03:00:00,88.73,80,26,25,137,254
2023-01-15 04:00:00,83.56,28,20,44,84,121
2023-01-15 05:00:00,104.87,69,45,56,95,30
2023-01-15 06:00:00,104.9,25,48,40,91,471
2023-01-15 07:00:00,89.86,79,45,13,88,314
2023-01-15 08:00:00,90.58,63,11,46,139,478
2023-01-15 09:00:00,104.64,30,18,26,98,284
2023-01-15 10:00:00,71.04,85,33,48,111,105
2023-01-15 11:00:00,71.85,66,23,57,87,223
2023-01-15 12:00:00,85.63,92,23,55,72,272
2023-01-15 13:00:00,95.73,22,6,35,71,397
2023-01-15 14:00:00,106.22,95,45,57,53,231
2023-01-15 15:00:00,129.51,49,49,48,98,419
2023-01-15 16:00:00,117.15,40,19,50,108,255
2023-01-15 17:00:00,96.8,47,7,13,122,441
2023-01-15 18:00:00,99.62,81,15,39,117,495
2023-01-15 19:00:00,79.95,52,34,39,120,23
2023-01-15 20:00:00,99.63,54,44,31,136,108
2023-01-15 21:00:00,94.23,71,22,20,51,190
2023-01-15 22:00:00,106.45,53,6,11,98,346
2023-01-15 23:00:00,83.46,60,36,53,137,24
2023-01-16 00:00:00,110.39,70,12,21,144,186
2023-01-16 01:00:00,130.65,66,26,39,80,287
2023-01-16 02:00:00,97.82,77,10,45,89,115
2023-01-16 03:00:00,108.03,94,16,27,97,337
2023-01-16 04:00:00,113.8,76,44,35,100,365
2023-01-16 05:00:00,91.98,42,40,16,92,401
2023-01-16 06:00:00,104.48,67,19,10,147,36
2023-01-16 07:00:00,100.25,41,32,35,104,281
2023-01-16 08:00:00,101.95,36,49,32,137,136
2023-01-16 09:00:00,84.54,88,22,35,98,226
2023-01-16 10:00:00,100.49,30,6,54,139,319
2023-01-16 11:00:00,109.96,34,17,15,129,327
2023-01-16 12:00:00,129.02,54,49,15,106,403
2023-01-16 13:00:00,119.19,52,19,53,126,181
2023-01-16 14:00:00,143.06,35,24,17,64,361
2023-01-16 15:00:00,84.65,53,33,33,76,85
2023-01-16 16:00:00,117.45,85,46,31,117,466
2023-01-16 17:00:00,103.67,59,33,28,129,413
2023-01-16 18:00:00,143.8,47,7,46,113,52
2023-01-16 19:00:00,83.83,66,23,27,143,347
2023-01-16 20:00:00,83.21,58,7,40,79,354
2023-01-16 21:00:00,88.01,89,18,46,85,234
2023-01-16 22:00:00,57.52,92,44,39,116,446
2023-01-16 23:00:00,89.48,39,8,51,135,266
2023-01-17 00:00:00,84.82,20,15,42,135,286
2023-01-17 01:00:00,103.01,91,35,19,98,432
2023-01-17 02:00:00,106.84,82,47,46,125,495
2023-01-17 03:00:00,137.52,86,36,21,104,486
2023-01-17 04:00:00,119.01,23,31,39,134,99
2023-01-17 05:00:00,88.46,77,34,36,105,477
2023-01-17 06:00:00,82.03,44,47,48,117,86
2023-01-17 07:00:00,109.84,66,6,18,144,402
2023-01-17 08:00:00,73.6,57,13,30,93,395
2023-01-17 09:00:00,136.63,34,32,21,80,14
2023-01-17 10:00:00,123.59,82,35,38,107,414
2023-01-17 11:00:00,90.62,40,38,42,136,426
2023-01-17 12:00:00,65.74,76,19,52,102,100
2023-01-17 13:00:00,127.08,72,29,24,133,164
2023-01-17 14:00:00,97.71,65,40,11,128,462
2023-01-17 15:00:00,124.76,33,12,48,72,28
2023-01-17 16:00:00,68.11,95,13,53,77,113
2023-01-17 17:00:00,88.01,36,41,27,65,106
2023-01-17 18:00:00,100.1,58,49,12,86,409
2023-01-17 19:00:00,100.94,28,43,16,70,363
2023-01-17 20:00:00,91.0,96,36,52,128,129
2023-01-17 21:00:00,112.46,98,21,27,66,83
2023-01-17 22:00:00,78.65,25,39,53,86,270
2023-01-17 23:00:00,97.15,42,41,47,126,243
2023-01-18 00:00:00,102.41,78,23,46,68,387
2023-01-18 01:00:00,110.29,65,48,42,79,213
2023-01-18 02:00:00,114.23,57,33,53,94,305
2023-01-18 03:00:00,77.51,33,11,40,67,165
2023-01-18 04:00:00,69.32,91,32,20,127,278
2023-01-18 05:00:00,125.55,81,13,13,111,58
2023-01-18 06:00:00,106.65,54,32,27,85,89
2023-01-18 07:00:00,85.03,38,10,13,149,370
2023-01-18 08:00:00,131.02,49,33,58,133,330
2023-01-18 09:00:00,102.31,97,21,43,101,411
2023-01-18 10:00:00,123.59,44,20,38,68,193
2023-01-18 11:00:00,101.35,59,27,33,93,122
2023-01-18 12:00:00,141.21,33,35,31,56,135
2023-01-18 13:00:00,135.11,45,7,11,93,412
2023-01-18 14:00:00,95.02,41,25,53,117,138
2023-01-18 15:00:00,119.43,67,30,15,83,228
2023-01-18 16:00:00,112.91,70,40,51,115,273
2023-01-18 17:00:00,127.37,22,46,34,118,438
2023-01-18 18:00:00,80.7,61,41,30,104,49
2023-01-18 19:00:00,113.72,38,26,25,59,397
2023-01-18 20:00:00,121.17,92,46,40,145,117
2023-01-18 21:00:00,64.83,47,16,23,91,201
2023-01-18 22:00:00,76.33,64,46,48,90,482
2023-01-18 23:00:00,59.22,90,17,37,126,392
2023-01-19 00:00:00,94.61,97,15,41,118,482
2023-01-19 01:00:00,114.35,82,20,37,59,394
2023-01-19 02:00:00,130.05,92,12,58,59,190
2023-01-19 03:00:00,101.48,38,44,18,140,363
2023-01-19 04:00:00,132.57,66,44,54,109,459
2023-01-19 05:00:00,72.4,33,49,31,100,322
2023-01-19 06:00:00,65.93,57,6,41,70,180
2023-01-19 07:00:00,98.89,72,34,14,57,422
2023-01-19 08:00:00,107.68,80,34,32,114,77
2023-01-19 09:00:00,99.35,55,16,14,141,439
2023-01-19 10:00:00,58.65,59,14,51,127,411
2023-01-19 11:00:00,98.22,49,48,41,134,74
2023-01-19 12:00:00,73.91,28,15,19,79,294
2023-01-19 13:00:00,113.39,83,19,48,134,280
2023-01-19 14:00:00,107.33,52,20,24,98,20
2023-01-19 15:00:00,81.2,71,21,16,58,393
2023-01-19 16:00:00,89.72,33,30,38,66,170
2023-01-19 17:00:00,78.82,94,6,56,118,14
2023-01-19 18:00:00,98.75,72,16,12,107,210
2023-01-19 19:00:00,119.1,78,30,28,106,47
2023-01-19 20:00:00,80.29,97,27,19,111,85
2023-01-19 21:00:00,110.08,60,22,37,144,148
2023-01-19 22:00:00,89.39,87,36,38,101,187
2023-01-19 23:00:00,84.14,87,42,24,110,371
2023-01-20 00:00:00,97.86,27,7,44,89,491
2023-01-20 01:00:00,79.3,21,42,15,87,479
2023-01-20 02:00:00,88.93,60,7,21,92,305
2023-01-20 03:00:00,76.04,74,34,56,112,150
2023-01-20 04:00:00,139.29,35,5,47,68,140
2023-01-20 05:00:00,100.71,81,34,22,149,68
2023-01-20 06:00:00,86.01,67,49,38,99,259
2023-01-20 07:00:00,104.28,49,36,28,82,475
2023-01-20 08:00:00,97.75,31,32,12,62,333
2023-01-20 09:00:00,95.58,54,25,17,127,455
2023-01-20 10:00:00,112.28,30,17,17,146,8
2023-01-20 11:00:00,115.15,83,31,29,111,120
2023-01-20 12:00:00,89.39,69,40,56,142,370
2023-01-20 13:00:00,88.48,40,11,13,92,418
2023-01-20 14:00:00,94.5,88,26,30,98,100
2023-01-20 15:00:00,53.96,67,14,12,85,148
2023-01-20 16:00:00,69.7,39,43,54,59,441
2023-01-20 17:00:00,127.34,86,19,17,144,145
2023-01-20 18:00:00,132.9,63,19,32,55,352
2023-01-20 19:00:00,95.02,52,8,25,106,455
2023-01-20 20:00:00,111.53,92,36,22,50,242
2023-01-20 21:00:00,106.23,80,27,12,120,240
2023-01-20 22:00:00,161.58,28,10,57,107,336
2023-01-20 23:00:00,122.39,87,28,18,140,42
2023-01-21 00:00:00,97.44,54,24,23,70,94
2023-01-21 01:00:00,80.89,84,41,22,141,225
2023-01-21 02:00:00,67.87,27,24,16,129,5
2023-01-21 03:00:00,104.07,64,16,24,105,213
2023-01-21 04:00:00,84.87,66,37,16,136,205
2023-01-21 05:00:00,71.55,59,32,47,69,66
2023-01-21 06:00:00,87.07,95,12,43,103,395
2023-01-21 07:00:00,78.37,73,5,50,74,99
2023-01-21 08:00:00,133.74,95,41,31,77,11
2023-01-21 09:00:00,117.63,65,26,33,54,236
2023-01-21 10:00:00,99.84,66,10,58,70,321
2023-01-21 11:00:00,129.6,34,25,46,67,257
2023-01-21 12:00:00,101.55,38,36,53,96,398
2023-01-21 13:00:00,82.77,45,39,10,119,406
2023-01-21 14:00:00,130.46,71,19,19,106,412
2023-01-21 15:00:00,110.78,41,9,52,142,336
2023-01-21 16:00:00,79.26,40,10,25,68,479
2023-01-21 17:00:00,96.19,70,29,55,146,134
2023-01-21 18:00:00,82.49,57,44,17,114,221
2023-01-21 19:00:00,72.34,39,33,58,52,155
2023-01-21 20:00:00,118.52,48,11,34,91,141
2023-01-21 21:00:00,138.19,70,44,59,70,427
2023-01-21 22:00:00,72.03,23,17,21,148,157
2023-01-21 23:00:00,111.26,74,42,34,89,464
2023-01-22 00:00:00,86.99,90,22,26,116,415
2023-01-22 01:00:00,90.26,47,6,35,74,493
2023-01-22 02:00:00,88.15,23,12,55,104,325
2023-01-22 03:00:00,82.72,41,15,57,133,370
2023-01-22 04:00:00,100.97,95,37,23,101,343
2023-01-22 05:00:00,83.38,64,42,50,93,261
2023-01-22 06:00:00,105.41,86,31,45,147,282
2023-01-22 07:00:00,99.0,85,24,32,134,337
2023-01-22 08:00:00,95.22,53,16,52,105,343
2023-01-22 09:00:00,81.85,74,47,15,104,228
